날짜,고객ID,성별,연령대,상품카테고리,결제금액,반품여부,재구매여부
2024-04-20,C136,여,40대,가전,200000,N,Y
2024-04-20,C164,여,50대,의류,159000,N,N
2024-04-21,C005,남,20대,의류,171000,N,N
2024-04-21,C009,남,20대,의류,,N,N
2024-04-21,C029,남,20대,화장품,11000,N,N
2024-04-21,C035,남,20대,가전,72000,N,Y
2024-04-21,C052,여,30대,도서,11000,N,N
2024-04-21,C070,여,30대,의류,81000,N,N
2024-04-21,C075,남,30대,화장품,48000,Y,N
2024-04-21,C077,남,30대,화장품,56000,N,Y
2024-04-21,C082,여,30대,가전,278000,N,N
2024-04-21,C084,여,30대,의류,,Y,Y
2024-04-21,C089,남,30대,의류,80000,N,N
2024-04-21,C125,남,40대,화장품,14000,N,Y
2024-04-21,C128,여,40대,화장품,110000,N,Y
2024-04-21,C140,여,40대,식품,36000,N,N
2024-04-21,C141,남,40대,화장품,86000,N,N
2024-04-21,C171,남,50대,의류,75000,Y,N
2024-04-22,C022,여,20대,화장품,59000,Y,N
2024-04-22,C028,여,20대,의류,116000,Y,Y
2024-04-22,C033,남,20대,의류,146000,N,N
2024-04-22,C043,남,20대,식품,15000,N,N
2024-04-22,C062,여,30대,식품,10000,N,Y
2024-04-22,C088,여,30대,식품,51000,N,Y
2024-04-22,C130,여,40대,가전,,N,Y
2024-04-22,C153,남,50대,화장품,86000,N,N
2024-04-22,C180,여,50대,식품,33000,N,N
2024-04-22,C182,여,50대,도서,22000,N,N
2024-04-22,C183,남,50대,식품,27000,N,Y
2024-04-22,C186,여,50대,화장품,46000,N,N
2024-04-23,C017,남,20대,가전,175000,N,N
2024-04-23,C053,남,30대,의류,167000,N,N
2024-04-23,C064,여,30대,식품,69000,N,Y
2024-04-23,C072,여,30대,도서,10000,N,N
2024-04-23,C090,여,30대,의류,97000,N,N
2024-04-23,C115,남,40대,화장품,,N,Y
2024-04-23,C176,여,50대,식품,37000,N,N
2024-04-23,C192,여,50대,의류,133000,N,N
2024-04-24,C005,남,20대,의류,48000,Y,N
2024-04-24,C013,남,20대,의류,113000,Y,N
2024-04-24,C058,여,30대,가전,280000,N,N
2024-04-24,C106,여,40대,가전,112000,N,N
2024-04-24,C135,남,40대,화장품,19000,N,Y
2024-04-24,C164,여,50대,식품,9000,N,Y
2024-04-24,C171,남,50대,의류,170000,N,N
2024-04-24,C179,남,50대,식품,41000,N,N
2024-04-25,C039,남,20대,의류,110000,N,Y
2024-04-25,C041,남,20대,의류,47000,Y,N
2024-04-25,C058,여,30대,가전,268000,N,Y
2024-04-25,C066,여,30대,도서,15000,N,Y
2024-04-25,C082,여,30대,화장품,,N,Y
2024-04-25,C173,남,50대,식품,49000,N,N
2024-04-25,C178,여,50대,식품,7000,N,N
2024-04-26,C020,여,20대,의류,48000,N,Y
2024-04-26,C036,여,20대,의류,52000,N,N
2024-04-26,C107,남,40대,화장품,17000,N,N
2024-04-26,C113,남,40대,화장품,36000,N,Y
2024-04-26,C140,여,40대,가전,343000,N,N
2024-04-26,C155,남,50대,화장품,98000,Y,N
2024-04-26,C163,남,50대,가전,320000,N,N
2024-04-27,C041,남,20대,의류,117000,N,N
2024-04-27,C093,남,30대,의류,76000,N,Y
2024-04-27,C144,여,40대,식품,52000,N,Y
2024-04-27,C172,여,50대,식품,42000,N,N
2024-04-27,C176,여,50대,식품,31000,N,Y
2024-04-28,C055,남,30대,화장품,40000,N,N
2024-04-28,C067,남,30대,화장품,87000,N,Y
2024-04-28,C132,여,40대,가전,299000,N,Y
2024-04-28,C146,여,40대,화장품,81000,N,Y
2024-04-28,C160,여,50대,화장품,59000,Y,Y
2024-04-28,C185,남,50대,가전,292000,N,N
2024-04-29,C002,여,20대,의류,128000,N,Y
2024-04-29,C008,여,20대,의류,19000,N,N
2024-04-29,C024,여,20대,식품,36000,N,Y
2024-04-29,C031,남,20대,화장품,80000,Y,N
2024-04-29,C099,남,30대,도서,9000,N,N
2024-04-29,C127,남,40대,가전,309000,Y,N
2024-04-29,C136,여,40대,가전,83000,N,N
2024-04-29,C147,남,40대,의류,,N,N
2024-04-29,C168,여,50대,식품,50000,N,N
2024-04-29,C200,여,50대,의류,89000,N,N
2024-04-30,C040,여,20대,식품,14000,N,Y
2024-04-30,C042,여,20대,의류,47000,N,N
2024-04-30,C059,남,30대,화장품,56000,Y,N
2024-05-01,C005,남,20대,식품,53000,N,N
2024-05-01,C051,남,30대,식품,60000,N,Y
2024-05-01,C083,남,30대,의류,35000,Y,Y
2024-05-01,C088,여,30대,화장품,55000,N,N
2024-05-01,C099,남,30대,화장품,80000,N,Y
2024-05-01,C142,여,40대,의류,84000,Y,N
2024-05-01,C144,여,40대,의류,106000,Y,N
2024-05-01,C198,여,50대,가전,177000,N,N
2024-05-02,C016,여,20대,화장품,105000,N,Y
2024-05-02,C041,남,20대,식품,27000,N,N
2024-05-02,C105,남,40대,의류,52000,Y,N
2024-05-02,C117,남,40대,가전,189000,N,N
2024-05-02,C141,남,40대,의류,154000,N,Y
2024-05-03,C017,남,20대,의류,76000,Y,N
2024-05-03,C052,여,30대,가전,300000,N,N
2024-05-03,C064,여,30대,가전,203000,N,Y
2024-05-03,C081,남,30대,의류,172000,Y,Y
2024-05-03,C160,여,50대,가전,297000,N,Y
2024-05-03,C189,남,50대,가전,100000,N,N
2024-05-03,C194,여,50대,화장품,39000,N,Y
2024-05-03,C195,남,50대,화장품,33000,N,N
2024-05-04,C028,여,20대,가전,86000,N,N
2024-05-04,C114,여,40대,식품,49000,N,Y
2024-05-04,C140,여,40대,화장품,86000,N,Y
2024-05-04,C177,남,50대,화장품,88000,N,N
2024-05-04,C177,남,50대,가전,217000,N,Y
2024-05-05,C010,여,20대,가전,343000,N,Y
2024-05-05,C010,여,20대,의류,177000,N,Y
2024-05-05,C021,남,20대,의류,97000,N,N
2024-05-05,C046,여,20대,식품,28000,N,Y
2024-05-05,C056,여,30대,의류,134000,N,Y
2024-05-05,C102,여,40대,식품,24000,N,N
2024-05-05,C107,남,40대,의류,128000,N,N
2024-05-05,C113,남,40대,가전,238000,Y,Y
2024-05-05,C127,남,40대,도서,18000,N,Y
2024-05-05,C139,남,40대,가전,307000,N,N
2024-05-05,C159,남,50대,식품,51000,N,N
2024-05-06,C016,여,20대,의류,36000,N,Y
2024-05-06,C035,남,20대,의류,46000,N,N
2024-05-06,C040,여,20대,식품,43000,N,Y
2024-05-06,C071,남,30대,의류,175000,N,N
2024-05-06,C111,남,40대,식품,35000,N,N
2024-05-06,C142,여,40대,식품,70000,N,N
2024-05-06,C162,여,50대,화장품,73000,N,N
2024-05-06,C171,남,50대,의류,78000,Y,N
2024-05-06,C188,여,50대,가전,231000,N,Y
2024-05-06,C188,여,50대,도서,,N,N
2024-05-07,C080,여,30대,의류,148000,N,Y
2024-05-07,C147,남,40대,가전,228000,N,N
2024-05-07,C171,남,50대,의류,61000,Y,N
2024-05-07,C172,여,50대,화장품,62000,Y,N
2024-05-08,C059,남,30대,화장품,53000,N,N
2024-05-08,C066,여,30대,가전,165000,N,Y
2024-05-08,C075,남,30대,화장품,57000,N,N
2024-05-08,C085,남,30대,도서,26000,N,N
2024-05-08,C091,남,30대,화장품,36000,N,N
2024-05-08,C106,여,40대,가전,83000,N,Y
2024-05-08,C124,여,40대,도서,10000,N,N
2024-05-08,C132,여,40대,의류,125000,Y,Y
2024-05-08,C145,남,40대,의류,105000,N,N
2024-05-08,C169,남,50대,가전,187000,Y,N
2024-05-08,C175,남,50대,의류,65000,N,N
2024-05-08,C199,남,50대,의류,44000,Y,N
2024-05-09,C022,여,20대,도서,29000,N,N
2024-05-09,C043,남,20대,식품,39000,N,N
2024-05-09,C047,남,20대,가전,209000,N,Y
2024-05-09,C089,남,30대,의류,32000,N,N
2024-05-09,C119,남,40대,식품,35000,N,Y
2024-05-09,C134,여,40대,도서,30000,N,N
2024-05-09,C134,여,40대,식품,19000,N,Y
2024-05-09,C151,남,50대,식품,62000,N,Y
2024-05-09,C159,남,50대,가전,87000,N,N
2024-05-09,C181,남,50대,가전,74000,N,N
2024-05-10,C001,남,20대,의류,62000,N,Y
2024-05-10,C012,여,20대,도서,23000,Y,Y
2024-05-10,C026,여,20대,화장품,66000,N,Y
2024-05-10,C065,남,30대,의류,115000,N,N
2024-05-10,C073,남,30대,도서,20000,N,Y
2024-05-10,C160,여,50대,화장품,77000,N,Y
2024-05-10,C182,여,50대,의류,,Y,N
2024-05-10,C200,여,50대,의류,22000,N,N
2024-05-11,C015,남,20대,가전,157000,N,Y
2024-05-11,C032,여,20대,식품,11000,N,Y
2024-05-11,C057,남,30대,도서,,N,N
2024-05-11,C101,남,40대,가전,324000,N,N
2024-05-11,C129,남,40대,의류,96000,N,N
2024-05-11,C140,여,40대,의류,148000,N,N
2024-05-11,C178,여,50대,도서,8000,N,N
2024-05-11,C180,여,50대,가전,328000,Y,N
2024-05-11,C193,남,50대,가전,248000,N,Y
2024-05-12,C076,여,30대,도서,19000,N,Y
2024-05-12,C130,여,40대,의류,54000,N,N
2024-05-12,C149,남,40대,의류,107000,N,Y
2024-05-12,C154,여,50대,의류,137000,Y,N
2024-05-12,C200,여,50대,화장품,42000,N,N
2024-05-13,C014,여,20대,화장품,68000,N,Y
2024-05-13,C064,여,30대,가전,290000,N,Y
2024-05-13,C096,여,30대,도서,,N,Y
2024-05-13,C109,남,40대,도서,16000,N,N
2024-05-13,C152,여,50대,의류,29000,Y,N
2024-05-13,C159,남,50대,식품,61000,N,N
2024-05-13,C166,여,50대,도서,19000,N,N
2024-05-13,C186,여,50대,도서,18000,N,N
2024-05-13,C189,남,50대,가전,,N,N
2024-05-14,C039,남,20대,식품,9000,N,N
2024-05-14,C189,남,50대,의류,99000,N,N
2024-05-14,C195,남,50대,의류,120000,N,N
2024-05-15,C040,여,20대,도서,10000,N,N
2024-05-15,C121,남,40대,의류,134000,Y,N
2024-05-15,C125,남,40대,가전,97000,N,Y
2024-05-15,C144,여,40대,식품,5000,N,N
2024-05-15,C160,여,50대,도서,22000,Y,Y
2024-05-15,C196,여,50대,화장품,106000,N,N
2024-05-16,C011,남,20대,식품,10000,N,N
2024-05-16,C027,남,20대,의류,36000,N,N
2024-05-16,C059,남,30대,의류,164000,N,N
2024-05-16,C077,남,30대,식품,69000,N,Y
2024-05-16,C103,남,40대,도서,26000,N,N
2024-05-16,C122,여,40대,식품,57000,N,Y
2024-05-16,C122,여,40대,식품,70000,N,Y
2024-05-16,C140,여,40대,식품,20000,N,N
2024-05-16,C156,여,50대,의류,96000,N,Y
2024-05-16,C157,남,50대,가전,,N,Y
2024-05-16,C163,남,50대,의류,138000,Y,N
2024-05-17,C007,남,20대,화장품,65000,N,Y
2024-05-17,C041,남,20대,의류,108000,Y,N
2024-05-17,C045,남,20대,식품,33000,N,N
2024-05-17,C054,여,30대,식품,67000,N,Y
2024-05-17,C072,여,30대,식품,53000,N,Y
2024-05-17,C108,여,40대,가전,315000,N,Y
2024-05-17,C118,여,40대,식품,24000,N,Y
2024-05-17,C161,남,50대,가전,233000,N,N
2024-05-17,C172,여,50대,화장품,74000,N,Y
2024-05-18,C058,여,30대,화장품,96000,N,N
2024-05-18,C079,남,30대,가전,,N,Y
2024-05-18,C153,남,50대,가전,275000,N,Y
2024-05-18,C155,남,50대,식품,56000,N,N
2024-05-18,C183,남,50대,의류,126000,N,N
2024-05-19,C029,남,20대,화장품,37000,N,N
2024-05-19,C095,남,30대,도서,,N,N
2024-05-19,C103,남,40대,화장품,55000,N,Y
2024-05-19,C105,남,40대,의류,,N,N
2024-05-19,C147,남,40대,식품,64000,N,N
2024-05-19,C153,남,50대,화장품,103000,Y,N
2024-05-19,C165,남,50대,도서,20000,N,N
2024-05-20,C035,남,20대,의류,111000,N,N
2024-05-20,C036,여,20대,의류,119000,N,Y
2024-05-20,C112,여,40대,식품,34000,N,N
2024-05-20,C135,남,40대,의류,91000,N,N
2024-05-20,C136,여,40대,화장품,85000,N,Y
2024-05-20,C143,남,40대,도서,26000,N,Y
2024-05-21,C013,남,20대,도서,16000,N,N
2024-05-21,C020,여,20대,화장품,103000,N,N
2024-05-21,C026,여,20대,의류,41000,Y,N
2024-05-21,C032,여,20대,가전,41000,N,N
2024-05-21,C051,남,30대,가전,162000,N,Y
2024-05-21,C059,남,30대,식품,7000,N,Y
2024-05-21,C074,여,30대,의류,46000,N,Y
2024-05-21,C090,여,30대,화장품,108000,N,Y
2024-05-21,C096,여,30대,가전,89000,N,Y
2024-05-21,C126,여,40대,가전,,N,N
2024-05-21,C186,여,50대,화장품,51000,N,N
2024-05-21,C190,여,50대,의류,178000,N,N
2024-05-22,C030,여,20대,가전,247000,N,Y
2024-05-22,C070,여,30대,식품,57000,N,N
2024-05-22,C094,여,30대,가전,55000,N,N
2024-05-22,C145,남,40대,의류,,Y,Y
2024-05-22,C179,남,50대,의류,56000,N,N
2024-05-22,C184,여,50대,의류,144000,N,N
2024-05-22,C199,남,50대,의류,73000,Y,N
2024-05-23,C048,여,20대,화장품,40000,N,N
2024-05-23,C063,남,30대,의류,42000,N,N
2024-05-23,C098,여,30대,식품,47000,N,N
2024-05-23,C104,여,40대,의류,124000,N,N
2024-05-23,C114,여,40대,도서,14000,N,Y
2024-05-23,C139,남,40대,식품,41000,N,Y
2024-05-24,C024,여,20대,가전,122000,N,Y
2024-05-24,C042,여,20대,의류,158000,N,Y
2024-05-24,C057,남,30대,의류,,N,N
2024-05-24,C074,여,30대,식품,31000,N,N
2024-05-24,C086,여,30대,의류,72000,N,Y
2024-05-24,C102,여,40대,도서,20000,N,Y
2024-05-24,C119,남,40대,의류,161000,N,N
2024-05-24,C185,남,50대,도서,,N,N
2024-05-25,C013,남,20대,의류,28000,N,Y
2024-05-25,C013,남,20대,화장품,66000,N,N
2024-05-25,C017,남,20대,화장품,43000,N,N
2024-05-25,C034,여,20대,화장품,23000,Y,Y
2024-05-25,C038,여,20대,가전,277000,N,Y
2024-05-25,C050,여,20대,가전,315000,N,N
2024-05-25,C077,남,30대,식품,37000,N,N
2024-05-25,C119,남,40대,화장품,83000,N,N
2024-05-25,C124,여,40대,의류,47000,Y,N
2024-05-25,C137,남,40대,가전,330000,N,N
2024-05-25,C150,여,40대,식품,28000,N,Y
2024-05-26,C036,여,20대,화장품,113000,N,N
2024-05-26,C109,남,40대,의류,112000,Y,Y
2024-05-26,C113,남,40대,화장품,77000,N,N
2024-05-26,C146,여,40대,식품,29000,N,N
2024-05-26,C192,여,50대,화장품,20000,N,Y
2024-05-27,C041,남,20대,도서,19000,N,N
2024-05-27,C086,여,30대,의류,97000,N,N
2024-05-27,C120,여,40대,화장품,81000,N,Y
2024-05-27,C167,남,50대,가전,70000,N,Y
2024-05-28,C008,여,20대,의류,18000,N,N
2024-05-28,C067,남,30대,도서,27000,N,Y
2024-05-28,C091,남,30대,화장품,104000,N,Y
2024-05-28,C100,여,30대,화장품,61000,N,Y
2024-05-28,C101,남,40대,가전,174000,N,N
2024-05-28,C126,여,40대,가전,291000,N,N
2024-05-28,C128,여,40대,의류,23000,N,N
2024-05-28,C132,여,40대,식품,51000,N,Y
2024-05-28,C169,남,50대,식품,63000,N,N
2024-05-29,C006,여,20대,도서,23000,N,N
2024-05-29,C010,여,20대,가전,255000,N,N
2024-05-29,C031,남,20대,가전,186000,N,N
2024-05-29,C055,남,30대,의류,179000,Y,Y
2024-05-29,C060,여,30대,의류,,Y,Y
2024-05-29,C133,남,40대,의류,78000,N,N
2024-05-29,C133,남,40대,화장품,61000,Y,Y
2024-05-29,C163,남,50대,가전,345000,N,N
2024-05-29,C164,여,50대,식품,55000,N,Y
2024-05-29,C187,남,50대,의류,81000,N,N
2024-05-30,C018,여,20대,가전,201000,Y,Y
2024-05-30,C023,남,20대,식품,51000,N,Y
2024-05-30,C062,여,30대,식품,61000,N,Y
2024-05-30,C082,여,30대,식품,5000,N,N
2024-05-30,C092,여,30대,식품,14000,N,N
2024-05-30,C115,남,40대,가전,147000,N,Y
2024-05-31,C012,여,20대,도서,17000,N,N
2024-05-31,C014,여,20대,의류,23000,N,N
2024-05-31,C015,남,20대,화장품,95000,N,Y
2024-05-31,C037,남,20대,화장품,88000,N,N
2024-05-31,C084,여,30대,화장품,81000,N,Y
2024-05-31,C094,여,30대,화장품,113000,N,N
2024-05-31,C110,여,40대,화장품,115000,N,N
2024-05-31,C133,남,40대,식품,62000,N,Y
2024-05-31,C170,여,50대,의류,79000,N,Y
2024-05-31,C173,남,50대,의류,30000,Y,N
2024-05-31,C180,여,50대,가전,235000,Y,Y
2024-05-31,C187,남,50대,식품,37000,N,N
2024-05-31,C190,여,50대,의류,140000,N,N
2024-05-31,C197,남,50대,의류,122000,N,N
2024-06-01,C007,남,20대,화장품,70000,N,Y
2024-06-01,C028,여,20대,화장품,114000,N,Y
2024-06-01,C038,여,20대,가전,132000,N,Y
2024-06-01,C041,남,20대,의류,125000,N,N
2024-06-01,C052,여,30대,가전,122000,N,Y
2024-06-01,C067,남,30대,화장품,30000,N,Y
2024-06-01,C069,남,30대,화장품,64000,N,Y
2024-06-01,C075,남,30대,가전,103000,N,N
2024-06-01,C087,남,30대,식품,10000,N,N
2024-06-01,C097,남,30대,화장품,21000,N,N
2024-06-01,C098,여,30대,의류,140000,N,Y
2024-06-01,C099,남,30대,화장품,61000,Y,N
2024-06-01,C100,여,30대,도서,31000,N,Y
2024-06-01,C107,남,40대,의류,108000,Y,Y
2024-06-02,C024,여,20대,의류,84000,N,Y
2024-06-02,C026,여,20대,가전,223000,N,N
2024-06-02,C032,여,20대,의류,124000,N,Y
2024-06-02,C037,남,20대,화장품,,N,Y
2024-06-02,C072,여,30대,도서,14000,N,Y
2024-06-02,C109,남,40대,가전,129000,N,N
2024-06-02,C111,남,40대,의류,73000,N,Y
2024-06-02,C111,남,40대,가전,278000,N,N
2024-06-02,C139,남,40대,도서,23000,N,N
2024-06-02,C152,여,50대,도서,20000,N,N
2024-06-02,C194,여,50대,의류,166000,N,N
2024-06-02,C196,여,50대,식품,13000,N,Y
2024-06-02,C197,남,50대,화장품,37000,N,N
2024-06-03,C012,여,20대,가전,104000,N,Y
2024-06-03,C120,여,40대,가전,330000,N,N
2024-06-03,C126,여,40대,의류,73000,N,Y
2024-06-03,C141,남,40대,가전,164000,N,Y
2024-06-03,C173,남,50대,화장품,105000,N,N
2024-06-04,C016,여,20대,가전,139000,N,N
2024-06-04,C027,남,20대,가전,216000,Y,N
2024-06-04,C063,남,30대,화장품,73000,N,Y
2024-06-04,C064,여,30대,가전,273000,N,N
2024-06-04,C078,여,30대,가전,96000,N,Y
2024-06-04,C099,남,30대,화장품,61000,N,N
2024-06-04,C114,여,40대,의류,166000,N,Y
2024-06-04,C116,여,40대,의류,33000,N,Y
2024-06-04,C117,남,40대,도서,12000,N,N
2024-06-04,C140,여,40대,도서,19000,N,N
2024-06-04,C169,남,50대,도서,15000,N,N
2024-06-04,C175,남,50대,의류,39000,Y,N
2024-06-05,C030,여,20대,식품,36000,N,N
2024-06-05,C069,남,30대,식품,49000,N,N
2024-06-05,C103,남,40대,가전,178000,N,N
2024-06-05,C129,남,40대,의류,46000,N,Y
2024-06-05,C134,여,40대,식품,53000,N,Y
2024-06-05,C137,남,40대,식품,26000,N,Y
2024-06-05,C140,여,40대,의류,21000,N,N
2024-06-05,C153,남,50대,가전,309000,N,N
2024-06-05,C159,남,50대,식품,,N,N
2024-06-05,C160,여,50대,가전,289000,N,Y
2024-06-05,C162,여,50대,화장품,118000,Y,N
2024-06-05,C190,여,50대,가전,212000,N,Y
2024-06-05,C192,여,50대,가전,286000,N,N
2024-06-06,C020,여,20대,가전,52000,N,N
2024-06-06,C071,남,30대,화장품,11000,Y,Y
2024-06-06,C074,여,30대,가전,105000,N,Y
2024-06-06,C104,여,40대,의류,68000,N,N
2024-06-06,C158,여,50대,의류,112000,N,N
2024-06-07,C006,여,20대,가전,267000,N,N
2024-06-07,C047,남,20대,의류,48000,N,N
2024-06-07,C065,남,30대,의류,69000,N,Y
2024-06-07,C085,남,30대,가전,227000,Y,N
2024-06-07,C096,여,30대,가전,293000,N,N
2024-06-07,C104,여,40대,도서,17000,N,N
2024-06-07,C108,여,40대,식품,69000,N,N
2024-06-07,C145,남,40대,화장품,64000,N,N
2024-06-07,C151,남,50대,식품,35000,N,N
2024-06-07,C172,여,50대,식품,35000,N,N
2024-06-08,C002,여,20대,의류,,Y,N
2024-06-08,C042,여,20대,가전,135000,N,Y
2024-06-08,C047,남,20대,의류,108000,Y,N
2024-06-08,C049,남,20대,가전,49000,N,Y
2024-06-08,C062,여,30대,도서,10000,N,Y
2024-06-08,C066,여,30대,식품,57000,N,Y
2024-06-08,C085,남,30대,가전,298000,N,Y
2024-06-08,C112,여,40대,식품,18000,N,N
2024-06-08,C136,여,40대,가전,301000,N,Y
2024-06-08,C145,남,40대,화장품,54000,N,N
2024-06-08,C153,남,50대,화장품,43000,Y,N
2024-06-08,C184,여,50대,의류,21000,N,N
2024-06-09,C008,여,20대,가전,53000,N,Y
2024-06-09,C083,남,30대,화장품,64000,N,Y
2024-06-09,C084,여,30대,화장품,32000,N,Y
2024-06-09,C131,남,40대,의류,69000,N,Y
2024-06-09,C164,여,50대,가전,308000,N,Y
2024-06-09,C165,남,50대,의류,94000,N,N
2024-06-09,C194,여,50대,가전,121000,N,N
2024-06-10,C025,남,20대,식품,31000,N,Y
2024-06-10,C028,여,20대,가전,,N,N
2024-06-10,C063,남,30대,화장품,22000,N,Y
2024-06-10,C067,남,30대,식품,52000,N,Y
2024-06-10,C125,남,40대,식품,19000,N,N
2024-06-10,C161,남,50대,도서,30000,N,N
2024-06-10,C162,여,50대,가전,53000,N,N
2024-06-10,C181,남,50대,도서,20000,N,Y
2024-06-11,C071,남,30대,도서,25000,N,N
2024-06-11,C093,남,30대,의류,98000,N,Y
2024-06-11,C103,남,40대,식품,26000,N,Y
2024-06-11,C105,남,40대,가전,52000,N,N
2024-06-11,C154,여,50대,화장품,36000,Y,Y
2024-06-11,C179,남,50대,가전,104000,N,Y
2024-06-11,C182,여,50대,화장품,48000,N,N
2024-06-11,C191,남,50대,가전,142000,N,N
2024-06-12,C032,여,20대,화장품,112000,N,N
2024-06-12,C041,남,20대,의류,64000,Y,N
2024-06-12,C048,여,20대,화장품,71000,N,N
2024-06-12,C050,여,20대,화장품,36000,N,Y
2024-06-12,C054,여,30대,의류,,N,Y
2024-06-12,C068,여,30대,도서,17000,N,Y
2024-06-12,C073,남,30대,화장품,61000,N,N
2024-06-12,C075,남,30대,의류,151000,Y,N
2024-06-12,C106,여,40대,화장품,,N,Y
2024-06-12,C108,여,40대,가전,269000,N,N
2024-06-12,C154,여,50대,도서,13000,N,Y
2024-06-12,C186,여,50대,화장품,67000,N,N
2024-06-12,C191,남,50대,의류,135000,N,N
2024-06-12,C196,여,50대,의류,89000,N,Y
2024-06-13,C019,남,20대,가전,245000,N,N
2024-06-13,C053,남,30대,의류,75000,Y,N
2024-06-13,C070,여,30대,화장품,21000,N,Y
2024-06-13,C098,여,30대,도서,28000,N,Y
2024-06-13,C127,남,40대,가전,176000,N,N
2024-06-13,C147,남,40대,화장품,36000,N,N
2024-06-13,C151,남,50대,식품,17000,N,N
2024-06-13,C166,여,50대,가전,301000,N,Y
2024-06-13,C188,여,50대,도서,23000,N,Y
2024-06-14,C005,남,20대,도서,14000,N,Y
2024-06-14,C035,남,20대,가전,267000,N,N
2024-06-14,C087,남,30대,의류,114000,N,N
2024-06-14,C122,여,40대,가전,175000,N,Y
2024-06-14,C127,남,40대,의류,26000,Y,Y
2024-06-14,C163,남,50대,화장품,73000,N,N
2024-06-14,C185,남,50대,의류,125000,N,N
2024-06-15,C055,남,30대,화장품,,N,Y
2024-06-15,C067,남,30대,가전,203000,N,Y
2024-06-15,C118,여,40대,의류,175000,N,Y
2024-06-15,C147,남,40대,화장품,36000,N,N
2024-06-15,C195,남,50대,식품,67000,N,N
2024-06-16,C003,남,20대,가전,75000,N,N
2024-06-16,C003,남,20대,식품,16000,N,Y
2024-06-16,C018,여,20대,식품,,N,N
2024-06-16,C026,여,20대,식품,,N,N
2024-06-16,C038,여,20대,화장품,68000,N,Y
2024-06-16,C043,남,20대,의류,48000,N,Y
2024-06-16,C050,여,20대,가전,155000,N,Y
2024-06-16,C057,남,30대,화장품,99000,N,Y
2024-06-16,C065,남,30대,가전,104000,N,N
2024-06-16,C072,여,30대,의류,86000,Y,Y
2024-06-16,C073,남,30대,의류,99000,N,Y
2024-06-16,C132,여,40대,의류,105000,N,Y
2024-06-16,C144,여,40대,식품,57000,N,N
2024-06-16,C152,여,50대,도서,16000,N,Y
2024-06-17,C001,남,20대,가전,210000,N,Y
2024-06-17,C010,여,20대,식품,42000,N,N
2024-06-17,C018,여,20대,의류,41000,N,N
2024-06-17,C021,남,20대,식품,48000,N,Y
2024-06-17,C051,남,30대,식품,66000,N,Y
2024-06-17,C077,남,30대,화장품,56000,N,Y
2024-06-17,C082,여,30대,의류,156000,Y,N
2024-06-17,C083,남,30대,가전,173000,N,N
2024-06-17,C086,여,30대,식품,54000,N,N
2024-06-17,C091,남,30대,의류,98000,N,N
2024-06-17,C115,남,40대,식품,49000,N,N
2024-06-17,C121,남,40대,도서,22000,N,Y
2024-06-17,C143,남,40대,도서,22000,N,N
2024-06-17,C173,남,50대,가전,91000,N,N
2024-06-17,C176,여,50대,화장품,79000,N,N
2024-06-17,C188,여,50대,식품,29000,N,Y
2024-06-17,C192,여,50대,가전,,N,N
2024-06-18,C027,남,20대,가전,229000,N,N
2024-06-18,C043,남,20대,가전,291000,N,N
2024-06-18,C058,여,30대,가전,321000,N,Y
2024-06-18,C189,남,50대,식품,26000,N,N
2024-06-19,C014,여,20대,가전,68000,N,N
2024-06-19,C055,남,30대,가전,149000,Y,N
2024-06-19,C056,여,30대,가전,209000,Y,Y
2024-06-19,C076,여,30대,의류,134000,N,N
2024-06-19,C089,남,30대,의류,19000,N,Y
2024-06-19,C130,여,40대,식품,36000,N,Y
2024-06-19,C135,남,40대,의류,58000,N,N
2024-06-19,C148,여,40대,화장품,81000,N,N
2024-06-19,C155,남,50대,화장품,109000,N,Y
2024-06-19,C169,남,50대,의류,53000,N,N
2024-06-20,C002,여,20대,가전,96000,N,N
2024-06-20,C007,남,20대,화장품,18000,Y,N
2024-06-20,C033,남,20대,식품,10000,N,N
2024-06-20,C149,남,40대,식품,5000,N,N
2024-06-20,C157,남,50대,식품,69000,N,N
2024-06-20,C181,남,50대,의류,58000,N,N
2024-06-20,C198,여,50대,가전,86000,N,N
2024-06-21,C023,남,20대,식품,64000,N,N
2024-06-21,C034,여,20대,의류,16000,Y,N
2024-06-21,C039,남,20대,의류,,N,Y
2024-06-21,C058,여,30대,의류,39000,N,Y
2024-06-21,C080,여,30대,식품,49000,N,Y
2024-06-21,C082,여,30대,화장품,18000,N,N
2024-06-21,C128,여,40대,화장품,37000,N,N
2024-06-21,C130,여,40대,의류,178000,Y,Y
2024-06-21,C165,남,50대,도서,31000,N,N
2024-06-21,C179,남,50대,화장품,79000,Y,N
2024-06-22,C015,남,20대,가전,73000,N,N
2024-06-22,C086,여,30대,의류,109000,N,Y
2024-06-22,C091,남,30대,의류,116000,N,Y
2024-06-22,C095,남,30대,의류,70000,N,Y
2024-06-22,C104,여,40대,도서,21000,N,Y
2024-06-22,C126,여,40대,식품,67000,N,Y
2024-06-22,C148,여,40대,가전,54000,N,N
2024-06-22,C159,남,50대,식품,17000,N,N
2024-06-23,C025,남,20대,의류,22000,N,N
2024-06-23,C077,남,30대,화장품,117000,N,Y
2024-06-23,C135,남,40대,식품,51000,N,N
2024-06-23,C139,남,40대,식품,31000,N,N
2024-06-23,C180,여,50대,식품,,N,N
